real;1;2;10;20;50
939.604;939.604;-1.43108e+72;3.77198e+11;115122;922.972
763.549;763.549;763.549;1.57935e+11;247958;831.125
663.968;663.968;4.70515e+62;-8.75533e+09;136775;763.839
687.704;687.704;687.704;-5.39355e+09;39446.3;715.155
736.434;736.434;-2.17872e+55;3.97017e+08;-4454.75;680.326
631.113;631.113;631.113;3.06395e+08;-13312.1;655.614
813.686;813.686;1.18084e+49;-2.72136e+07;-8607.4;638.123
787.78;787.78;787.78;-2.46874e+07;-2429.14;625.644
640.206;640.206;-3.48362e+43;2.5291e+06;1139.66;616.523
628.041;628.041;3.19482e+40;1.79393e+06;2099.22;608.344
597.24;597.24;597.24;-465472;1569.84;602.867
586.889;586.889;-6.81894e+35;-240741;880.82;598.032
587.215;587.215;587.215;69722.3;457.972;593.507
584.083;584.083;3.87276e+31;39799;342.108;589.108
579.069;579.069;579.069;-11659.6;408.597;584.752
576.547;576.547;-5.16149e+27;-6953.61;521.593;580.427
574.38;574.38;574.38;3114.23;600.481;576.166
570.473;570.473;570.473;1631.12;623.446;571.214
567.017;567.017;-1.53651e+22;-165.607;602.657;567.294
563.575;563.575;563.575;287.394;572.586;563.626
560.58;560.58;1.28688e+19;764.078;550.523;560.257
557.615;557.615;557.615;639.439;541.984;557.221
555.103;555.103;-1.9791e+16;490.884;543.84;554.535
552.656;552.656;552.656;525.313;549.64;552.201
550.257;550.257;5.37627e+13;573.074;553.933;550.205
547.34;547.34;-2.01216e+12;552.385;553.887;548.221
545.944;545.944;545.944;536.027;550.303;546.868
545.108;545.108;1.27482e+10;542.954;545.785;545.742
544.352;544.352;544.352;548.98;542.357;544.798
544.036;544.036;-1.32879e+08;544.962;541.001;543.99
543.63;543.63;543.63;541.259;541.516;543.273
543.342;543.342;2.23619e+06;542.725;542.925;542.609
542.663;542.663;542.663;544.09;544.094;541.962
541.927;541.927;-59234.8;542.219;544.248;541.307
541.412;541.412;8995.48;540.085;542.89;540.484
540.942;540.942;540.942;540.942;540.942;539.757
540.487;540.487;77.9299;541.948;538.939;538.99
540.861;540.861;540.861;540.861;537.431;538.191
540.99;540.99;581.756;538.407;536.666;537.372
536.553;536.553;536.553;536.553;536.553;536.553
537.06;537.06;532.542;535.959;536.766;535.754
536.002;536.002;536.002;536.002;536.932;535.002
535.945;535.945;535.945;536.187;536.732;534.195
536.478;536.478;535.957;536.365;536.211;533.632
536.949;536.949;536.949;536.348;535.55;533.19
535.618;535.618;535.83;535.895;534.99;532.888
534.941;534.941;534.941;535.177;534.691;532.737
534.466;534.466;534.292;534.518;534.647;532.744
533.592;533.592;533.592;533.839;534.679;532.908
533.163;533.163;533.269;532.974;534.523;533.221
533.128;533.128;532.81;532.592;533.799;533.772
533.748;533.748;533.748;533.937;532.747;534.351
538.503;538.503;540.562;536.113;531.568;535.008
533.664;533.664;533.664;536.547;530.714;535.709
530.922;530.922;531.7;533.665;530.656;536.415
530.877;530.877;530.877;529.716;531.662;537.086
531;531;529.985;529.21;533.627;537.679
532.212;532.212;532.212;533.547;536.017;538.154
534.968;534.968;540.062;538.243;537.982;538.474
531.787;531.787;524.271;536.351;538.537;538.605
530.918;530.918;530.918;529.286;536.861;538.474
526.74;526.74;569.249;524.422;533.356;538.106
527.138;527.138;527.138;525.649;528.876;537.494
529.356;529.356;109.58;528.858;524.776;536.642
527.037;527.037;527.037;528.145;522.454;535.566
527.433;527.433;7153.61;524.859;522.775;534.294
533.805;533.805;533.805;525.435;525.593;532.866
526.659;526.659;526.659;530.792;530.401;531.017
528.047;528.047;1.42053e+06;530.108;533.167;529.436
537.302;537.302;537.302;524.815;532.814;527.892
527.749;527.749;-7.45611e+07;526.163;528.825;526.46
533.989;533.989;533.989;534.335;522.713;525.216
527.667;527.667;6.33267e+09;530.664;517.854;524.234
528.582;528.582;528.582;513.871;518.193;523.583
527.969;527.969;-8.84837e+11;521.566;525.994;523.321
531.72;531.72;2.19573e+13;564.48;542.343;523.581
525.222;525.222;525.222;525.222;553.217;524.306
536.246;536.246;-7.12804e+15;427.711;550.549;525.491
527.112;527.112;527.112;527.112;527.112;527.112
532.717;532.717;4.06824e+18;814.857;486.848;529.116
524.982;524.982;524.982;524.982;450.88;531.422
527.07;527.07;-4.23516e+21;-437.498;455.426;533.928
535.547;535.547;535.547;535.547;535.547;536.511
527.644;527.644;8.41777e+24;4242.06;693.25;539.04
539.53;539.53;-1.11978e+27;-2207.04;880.885;541.825
531.513;531.513;531.513;-17725.6;840.732;543.816
535.196;535.196;7.10622e+30;13873.8;407.317;545.456
539.226;539.226;539.226;96782.5;-474.043;546.786
549.33;549.33;-1.03756e+35;-76023.6;-1427.21;547.975
544.763;544.763;544.763;-603890;-1374.23;549.374
533.446;533.446;3.92035e+39;529783;1389.64;551.582
525.235;525.235;525.235;4.62995e+06;8174.56;555.52
520.957;520.957;520.957;-1.08195e+07;18611.5;564.452
519.465;519.465;9.33262e+47;-4.84245e+07;16604;577.663
519.495;519.495;519.495;1.2296e+08;-20715.2;598.931
565.714;565.714;-1.16866e+54;6.41937e+08;-123893;631.765
753.904;753.904;753.904;-1.94559e+09;-284613;680.7
841.767;841.767;1.39036e+61;-1.25206e+10;-312174;751.491
803.042;803.042;803.042;4.90865e+10;535609;851.362
816.03;816.03;-9.51936e+69;4.42685e+11;4.3945e+06;989.267
