real;1;2;10;20;50
402.359;402.359;1.20944e+72;1.01167e+11;-59603.6;402.742
399.073;399.073;399.073;4.10585e+10;-130308;391.654
403.06;403.06;-3.99188e+62;-2.20069e+09;-72034.9;385.463
404.644;404.644;404.644;-1.30699e+09;-20367;382.67
402.88;402.88;1.85621e+55;9.24434e+07;3202.94;382.119
401.202;401.202;401.202;6.82876e+07;8053.09;382.94
401.23;401.23;-1.01063e+49;-5.77905e+06;5527.14;384.493
399.2;399.2;399.2;-4.96869e+06;2132.87;386.325
402.643;402.643;2.99635e+43;479626;131.564;388.131
391;391;-2.75677e+40;313320;-439.296;390.003
390.999;390.999;390.999;-74685;-160.35;391.207
389.508;389.508;5.91799e+35;-35029;222.894;392.054
392.762;392.762;392.762;9477.27;463.987;392.563
393.492;393.492;-3.38251e+31;4898.53;531.821;392.777
389.321;389.321;389.321;-800.655;492.793;392.757
390.084;390.084;4.54e+27;-197.595;424.109;392.572
391.784;391.784;391.784;535.376;373.937;392.292
391.02;391.02;391.02;421.478;356.496;391.92
390.407;390.407;1.36922e+22;387.707;367.277;391.646
392.499;392.499;392.499;397.924;385.055;391.454
392.327;392.327;-1.1577e+19;380.354;398.733;391.376
392.538;392.538;392.538;385.235;404.095;391.437
393.823;393.823;1.79969e+16;402.757;402.471;391.647
393.393;393.393;393.393;400.489;397.73;392.009
396.385;396.385;-4.9495e+13;390.556;393.564;392.517
395.65;395.65;1.86784e+12;393.976;392.009;393.299
396.552;396.552;396.552;399.725;393.536;394.072
397.841;397.841;-1.20199e+10;397.777;396.308;394.932
395.857;395.857;395.857;394.387;398.876;395.852
397.368;397.368;1.27608e+08;396.2;400.303;396.807
398;398;398;399.757;400.406;397.771
401.826;401.826;-2.19391e+06;399.82;399.633;398.72
399.997;399.997;399.997;397.862;398.715;399.631
399.011;399.011;60628;398.013;398.299;400.488
397.693;397.693;-8278.23;400.281;398.88;401.422
400.139;400.139;400.139;400.139;400.139;402.109
398.14;398.14;891.22;398.346;401.678;402.706
398.302;398.302;398.302;398.302;403.026;403.21
400.666;400.666;358.891;401.139;403.824;403.621
403.943;403.943;403.943;403.943;403.943;403.943
401.782;401.782;408.219;403.719;403.486;404.182
401.294;401.294;401.294;401.294;402.72;404.346
403.171;403.171;403.171;400.11;401.832;404.459
402.374;402.374;402.727;401.942;401.398;404.495
402.494;402.494;402.494;404.058;401.348;404.49
404.608;404.608;403.304;404.28;401.634;404.454
405.037;405.037;405.037;403.107;402.121;404.398
405.136;405.136;404.144;402.561;402.655;404.328
402.979;402.979;402.979;403.367;403.122;404.252
406.954;406.954;406.149;404.317;403.481;404.174
404.109;404.109;403.601;404.21;403.805;404.081
403.998;403.998;403.998;403.911;404.049;404.004
403.087;403.087;405.564;404.573;404.301;403.923
404.53;404.53;404.53;405.649;404.538;403.836
402.156;402.156;402.522;405.559;404.688;403.735
401.13;401.13;401.13;403.93;404.659;403.613
400.178;400.178;400.987;402.281;404.39;403.461
401.581;401.581;401.581;402.043;403.89;403.27
403.843;403.843;400.962;402.699;403.251;403.031
400.825;400.825;404.855;402.65;402.508;402.67
397.494;397.494;397.494;402.001;402.062;402.299
400.192;400.192;378.075;402.03;401.82;401.86
401.975;401.975;401.975;402.117;401.687;401.35
395.726;395.726;608.521;399.942;401.456;400.77
399.659;399.659;399.659;395.504;400.892;400.125
402.902;402.902;-3125.36;393.039;399.856;399.421
398.811;398.811;398.811;395.839;398.426;398.67
397.972;397.972;397.972;400.438;396.669;397.726
398.171;398.171;-810859;397.893;395.77;396.926
397.157;397.157;397.157;392.955;395.852;396.134
400.157;400.157;4.39513e+07;395.652;396.98;395.372
390.33;390.33;390.33;404.043;398.65;394.665
397.926;397.926;-3.82815e+09;402.134;399.829;394.033
396.616;396.616;396.616;388.914;399.322;393.499
395.534;395.534;5.46117e+11;391.503;396.426;393.082
394.928;394.928;-1.36991e+13;418.012;390.63;392.752
394.057;394.057;394.057;394.057;386.475;392.63
393.516;393.516;4.51788e+15;334.473;386.391;392.645
392.787;392.787;392.787;392.787;392.787;392.787
395.127;395.127;-2.61364e+18;560.209;404.721;393.036
391.96;391.96;391.96;391.96;415.897;393.361
392.792;392.792;2.75298e+21;-153.042;415.09;393.718
390.995;390.995;390.995;390.995;390.995;394.056
390.062;390.062;-5.52826e+24;2416.67;342.18;394.311
390.528;390.528;7.39506e+26;-1087.22;282.306;394.41
389.198;389.198;389.198;-9297.16;292.399;394.234
387.944;387.944;-4.73275e+30;7366.16;426.013;393.751
390.916;390.916;390.916;50052;703.284;392.9
390.759;390.759;6.96242e+34;-38591.7;1007.73;391.647
390.951;390.951;390.951;-303273;995.625;389.988
394.386;394.386;-2.64859e+39;262811;114.209;387.97
387.178;387.178;387.178;2.26624e+06;-2073.24;385.711
399.839;399.839;399.839;-5.21442e+06;-5471.93;382.988
